1318,0,11,21,1,1,1,0
1283,0,32,24,1,7,0,0
1298,36,10,20,1,1,0,0
1289,29,15,25,1,1,0,0
1256,84,6,16,1,2,0,1
1251,79,13,21,1,2,0,1
1044,9,10,21,1,1,0,0
1039,11,9,14,1,2,0,1
1027,17,12,16,1,2,0,1
1025,27,26,16,1,3,0,0
1014,23,11,17,1,2,0,0
1000,32,12,19,1,2,0,0
988,45,10,20,1,2,0,0
979,59,10,16,1,2,0,1
975,60,11,20,1,2,0,0
966,83,11,10,1,2,0,1
962,86,17,21,1,2,0,0
961,106,11,20,1,2,0,1
959,112,11,23,1,2,0,0
1054,81,10,28,1,1,0,0
1044,85,10,27,1,1,0,0
1019,127,10,30,1,1,0,0
1010,126,11,28,1,1,0,0
910,131,54,22,1,7,0,0
1274,0,6,12,1,1,1,0
1244,0,8,17,1,1,0,0
1148,0,14,8,1,3,1,1
1132,371,32,38,1,1,0,0
1099,361,29,38,1,1,0,0
1060,352,22,34,1,1,0,0
928,204,16,32,1,1,0,0
838,150,11,31,1,1,0,0
888,111,12,29,1,1,0,0
799,190,17,32,1,1,0,0
786,211,14,35,1,1,0,0
768,207,12,30,1,1,0,0
738,158,9,31,1,1,0,0
690,133,12,29,1,1,0,0
691,124,10,27,1,1,0,1
681,306,18,34,1,1,0,0
682,378,11,33,1,1,0,0
822,358,13,29,1,1,0,1
784,369,15,19,1,2,0,0
810,377,14,20,1,2,0,2
808,388,12,22,1,2,0,1
825,401,15,20,1,2,0,1
807,413,38,23,1,10,0,1
793,397,50,25,1,10,0,2
780,383,48,26,1,10,0,2
773,372,34,31,1,10,0,2
723,0,8,16,1,1,1,0
701,0,11,18,1,1,1,0
659,0,7,21,1,1,1,0
612,0,10,12,1,2,0,0
598,0,8,12,1,2,0,0
541,0,9,11,1,2,1,0
508,0,10,16,1,1,1,1
520,36,12,27,1,1,0,0
509,42,9,18,1,2,0,0
509,50,13,15,1,3,0,1
499,36,9,26,1,1,0,0
615,208,10,30,1,1,0,0
519,209,16,33,1,1,0,0
509,206,12,34,1,1,0,0
521,284,15,35,1,1,0,0
524,279,11,29,1,1,0,1
576,472,17,40,1,1,0,0
583,643,13,24,1,1,0,0
571,658,25,45,1,1,0,0
554,656,18,47,1,1,0,0
526,681,19,42,1,1,0,0
518,523,20,43,1,1,0,0
502,523,20,40,1,1,0,0
426,625,23,51,1,2,0,0
397,614,26,47,1,1,0,1
364,569,28,40,1,1,0,0
439,619,46,32,1,10,0,1
441,578,52,36,1,10,0,0
414,513,19,18,1,2,0,0
406,474,26,24,1,2,0,0
382,437,9,27,1,1,0,0
342,499,15,39,1,1,0,0
336,492,17,40,1,1,0,2
333,499,9,18,1,2,0,1
402,303,12,34,1,1,0,1
372,386,15,36,1,1,0,0
351,411,18,33,1,1,0,0
336,395,14,40,1,1,0,0
354,402,18,19,1,2,0,1
368,358,19,23,1,2,0,0
371,349,15,20,1,2,0,1
352,346,13,31,1,1,0,0
377,315,13,21,1,1,0,1
367,310,14,20,1,1,0,1
421,0,10,26,1,1,1,0
411,0,11,25,1,1,1,0
393,22,10,29,1,1,0,0
369,14,9,27,1,1,0,0
434,62,9,26,1,1,0,0
438,145,13,31,1,1,0,0
419,151,12,32,1,1,0,0
383,148,14,31,1,1,0,0
422,106,10,31,1,1,0,0
413,114,9,29,1,1,0,0
405,63,7,16,1,1,0,0
363,64,8,17,1,1,0,0
378,61,12,22,1,1,0,0
394,75,8,16,1,2,0,0
390,70,9,15,1,2,0,2
398,64,7,13,1,2,0,2
394,62,9,15,1,2,0,2
393,56,8,16,1,2,0,2
388,55,8,13,1,2,0,2
389,67,9,16,1,2,0,2
148,734,64,31,1,10,1,0
203,703,58,34,1,3,0,0
211,677,57,34,1,10,0,1
250,658,44,38,1,10,0,1
136,665,30,50,1,10,0,1
285,619,31,36,1,10,0,1
238,633,57,31,1,10,0,1
262,611,23,35,1,1,0,1
235,624,21,23,1,2,0,0
201,631,26,40,1,1,0,0
208,613,24,43,1,2,0,0
231,597,22,40,1,1,0,0
16,655,124,109,1,4,0,0
46,524,82,57,1,7,0,0
195,523,25,27,1,2,0,0
270,499,22,23,1,2,0,0
268,487,21,22,1,2,0,1
284,471,23,21,1,2,0,0
230,428,22,38,1,10,0,1
270,384,19,41,1,10,0,0
264,361,15,33,1,10,0,0
233,376,33,44,1,7,0,0
321,282,18,20,1,2,0,0
320,275,14,16,1,2,0,1
283,254,17,32,1,1,0,0
231,287,16,15,1,2,0,0
208,276,19,33,1,1,0,1
136,314,113,64,1,4,0,1
34,376,20,35,1,1,0,1
53,362,18,36,1,1,0,1
28,361,19,39,1,1,0,1
47,351,18,34,1,1,0,1
52,347,9,18,1,2,0,1
52,267,96,71,1,5,0,0
155,269,28,25,1,10,0,0
185,266,31,57,1,8,0,1
