963,638,75,53,1,10,0,1
1000,620,90,55,1,10,0,1
972,591,94,52,1,10,0,1
967,574,54,56,1,10,0,1
983,621,41,78,1,2,0,1
1026,609,34,58,1,2,0,1
1019,588,31,55,1,2,0,1
1033,583,29,51,1,2,0,1
981,560,31,61,1,2,0,1
1064,570,25,62,1,1,0,1
896,416,22,51,1,1,0,0
881,412,15,35,1,1,0,0
924,273,17,48,1,1,0,0
969,225,16,37,1,1,0,0
971,226,9,17,1,2,0,1
1254,314,31,48,1,1,0,0
1234,313,26,42,1,1,0,0
1284,221,20,42,1,1,0,0
1266,219,21,37,1,1,0,0
1327,193,21,35,1,1,0,0
1254,182,20,35,1,1,0,0
1241,179,19,35,1,1,0,0
1323,89,21,21,1,10,0,0
1188,121,32,21,1,3,0,0
1206,103,11,27,1,2,0,0
1199,104,10,24,1,2,0,1
1187,112,13,20,1,2,0,1
1173,117,13,22,1,2,0,0
1159,126,16,25,1,2,0,1
1156,133,16,31,1,2,0,1
1147,139,14,26,1,2,0,1
1137,150,19,25,1,2,0,1
1138,154,17,23,1,2,0,1
1133,179,16,17,1,2,0,2
1133,180,23,28,1,2,0,1
1135,205,19,36,1,2,0,1
1078,229,77,32,1,7,0,1
1199,44,18,16,1,3,0,1
1100,44,12,23,1,1,0,1
1103,68,17,25,1,1,0,1
1094,62,12,26,1,1,0,1
1088,58,14,27,1,1,0,1
1092,61,11,23,1,1,0,2
906,0,14,9,1,10,1,0
924,0,16,16,1,2,0,1
923,0,13,13,1,2,1,1
933,3,16,15,1,2,0,1
940,5,13,15,1,2,0,1
936,14,18,13,1,10,0,1
782,0,12,9,0,0,0,0
844,0,15,8,0,0,0,0
889,61,11,17,1,3,0,1
836,80,16,23,1,2,0,1
830,83,45,25,1,7,0,1
781,60,37,37,1,8,0,0
810,49,8,25,1,1,0,1
765,60,9,19,1,2,0,1
753,64,46,20,1,7,0,1
803,25,7,21,1,1,0,2
842,25,11,31,1,1,0,2
849,19,10,21,1,1,0,2
850,15,9,21,1,1,0,2
876,21,7,21,1,1,0,2
886,17,7,19,1,1,0,2
567,0,38,11,0,0,0,0
552,0,16,17,1,1,1,0
562,15,9,24,1,1,0,1
467,2,13,21,1,1,0,0
820,141,12,34,1,1,0,0
831,202,17,36,1,1,0,0
827,188,14,39,1,1,0,1
745,94,11,31,1,1,0,0
722,98,11,20,1,2,0,1
717,103,20,20,1,3,0,1
707,92,9,29,1,1,0,0
101,742,41,23,1,2,1,0
14,656,58,67,1,10,0,0
0,516,48,131,1,8,1,0
52,559,67,77,1,7,0,0
111,578,43,64,1,10,0,0
114,535,34,59,1,10,0,1
0,459,118,86,1,4,1,1
37,385,80,92,1,8,0,1
7,392,45,36,1,10,0,1
15,298,91,58,1,3,0,1
148,340,29,39,1,2,0,1
151,337,28,34,1,2,0,2
111,423,19,29,1,2,0,1
115,417,24,24,1,2,0,2
17,316,156,86,1,4,0,1
1,87,8,18,1,2,0,0
0,76,6,25,1,2,1,2
0,39,60,29,1,4,1,1
0,114,37,53,1,5,1,0
0,25,20,17,1,3,1,1
0,11,60,27,1,4,1,1
14,0,67,18,1,4,1,1
85,0,42,14,1,4,1,1
119,0,32,21,1,4,1,1
124,11,11,19,1,2,0,1
127,13,9,13,1,2,0,2
123,15,13,18,1,10,0,1
122,84,14,24,1,2,0,1
124,88,12,24,1,10,0,1
246,1,60,20,1,4,0,1
248,10,45,21,1,4,0,1
255,15,50,25,1,4,0,1
234,41,60,26,1,4,0,1
149,56,51,26,1,4,0,1
168,70,12,20,1,2,0,1
171,75,9,21,1,3,0,1
172,116,17,20,1,3,0,0
154,123,10,29,1,1,0,1
159,120,13,32,1,1,0,0
266,76,28,17,1,10,0,1
266,95,40,40,0,0,0,0
220,55,38,32,1,4,0,1
247,71,9,23,1,1,0,2
182,80,67,28,1,4,0,1
202,110,11,29,1,2,0,1
188,101,88,37,1,5,1,1
188,126,103,44,1,4,1,1
155,155,94,39,1,4,0,1
169,161,108,53,1,5,0,1
141,212,30,26,1,10,0,1
238,175,16,38,1,2,0,1
258,191,10,21,1,2,0,0
254,176,8,31,1,2,0,1
230,210,19,23,1,2,0,1
196,184,50,59,1,8,0,1
151,233,39,44,1,8,0,1
0,224,87,63,1,5,1,0
74,269,129,59,1,4,0,1
512,732,39,33,0,0,0,0
178,677,32,27,1,2,0,0
196,644,29,49,1,2,0,0
244,631,32,41,1,2,0,0
264,590,26,66,1,2,0,0
222,591,26,66,1,2,0,0
241,606,41,39,1,2,0,1
261,529,23,51,1,2,0,0
287,534,32,38,1,2,0,0
295,519,26,38,1,2,0,1
301,462,38,39,1,2,0,1
303,458,21,29,1,2,0,1
512,590,28,68,1,1,0,0
466,564,28,66,1,1,0,0
406,531,17,34,1,1,0,1
388,513,23,60,1,1,0,0
530,309,17,48,1,1,0,0
554,305,19,51,1,1,0,0
684,317,12,43,1,1,0,0
611,191,15,38,1,1,0,0
679,81,10,17,1,2,0,1
683,72,8,16,1,2,0,1
677,79,8,12,1,2,0,1
670,87,12,18,1,2,0,1
669,81,8,16,1,2,0,2
662,79,10,13,1,2,0,2
653,79,10,30,1,2,0,0
648,84,14,15,1,2,0,1
647,69,10,26,1,2,0,1
644,74,9,18,1,2,0,2
619,101,17,32,1,1,0,0
617,79,10,19,1,2,0,1
606,75,9,21,1,2,0,1
586,84,10,18,1,2,0,1
574,91,9,10,1,2,0,0
583,76,9,18,1,2,0,1
548,78,13,26,1,2,0,1
523,87,12,19,1,2,0,1
488,83,11,24,1,2,0,1
478,78,12,32,1,2,0,0
470,84,11,27,1,2,0,0
418,57,12,25,1,10,0,0
410,77,12,26,1,10,0,1
405,77,10,31,1,2,0,1
403,105,10,33,1,2,0,0
195,374,28,45,1,2,0,1
248,416,24,29,1,2,0,1
248,405,22,23,1,2,0,1
213,336,22,22,1,2,0,1
190,305,76,37,1,7,0,1
198,290,20,31,1,2,0,1
208,284,21,37,1,2,0,1
207,281,15,32,1,2,0,2
206,256,20,24,1,2,0,1
210,247,19,24,1,2,0,1
215,241,16,20,1,2,0,1
290,131,17,32,1,1,1,1
287,155,17,21,1,2,0,1
274,186,20,22,1,2,0,1
281,183,14,19,1,2,0,1
336,218,14,20,1,2,0,0
331,211,22,26,1,2,0,1
292,211,13,34,1,2,0,0
308,211,10,26,1,2,0,1
297,206,15,35,1,2,0,1
407,175,14,39,1,2,0,0
419,148,14,32,1,2,0,1
411,154,11,27,1,2,0,1
390,139,17,15,0,0,0,0
389,156,15,23,0,0,0,0
342,170,11,32,1,1,0,0
354,140,10,31,1,1,0,1
351,152,14,24,1,1,0,0
327,122,10,19,1,2,0,1
325,130,12,32,1,2,0,0
339,134,14,20,1,2,0,2
338,128,16,35,1,2,0,1
500,164,9,11,1,2,0,0
474,145,15,33,1,1,0,0
221,353,25,62,0,1,0,0
608,570,22,51,0,1,0,0
349,25,22,51,0,1,0,0
83,433,15,35,0,1,0,0
220,673,15,35,0,1,0,0
1196,199,17,48,0,1,0,0
1332,667,17,48,0,1,0,0
973,517,16,37,0,1,0,0
1115,413,16,37,0,1,0,0
870,667,31,48,0,1,0,0
360,561,26,42,0,1,0,0
385,72,20,42,0,1,0,0
55,324,20,42,0,1,0,0
173,20,21,37,0,1,0,0
203,599,21,37,0,1,0,0
1075,406,21,35,0,1,0,0
1210,40,20,35,0,1,0,0
1231,675,19,35,0,1,0,0
63,198,19,35,0,1,0,0
205,367,12,23,0,1,0,0
649,318,12,23,0,1,0,0
490,567,17,25,0,1,0,0
361,196,12,26,0,1,0,0
545,605,12,26,0,1,0,0
683,604,14,27,0,1,0,0
1128,600,14,27,0,1,0,0
753,641,11,23,0,1,0,0
1061,44,11,23,0,1,0,0
855,576,37,37,0,8,0,0
724,362,37,37,0,8,0,0
759,662,8,25,0,1,0,0
873,729,8,25,0,1,0,0
166,51,7,21,0,1,0,0
0,196,7,21,0,1,0,0
138,154,11,31,0,1,0,0
1128,58,11,31,0,1,0,0
1244,18,10,21,0,1,0,0
229,1,10,21,0,1,0,0
592,657,9,21,0,1,0,0
1292,313,9,21,0,1,0,0
502,369,7,21,0,1,0,0
331,181,7,21,0,1,0,0
741,18,7,19,0,1,0,0
666,418,7,19,0,1,0,0
455,91,16,17,0,1,0,0
509,515,16,17,0,1,0,0
659,658,9,24,0,1,0,0
312,580,9,24,0,1,0,0
170,177,13,21,0,1,0,0
343,226,12,34,0,1,0,0
802,380,12,34,0,1,0,0
27,46,17,36,0,1,0,0
206,138,17,36,0,1,0,0
1095,237,14,39,0,1,0,0
1096,697,14,39,0,1,0,0
1345,418,11,31,0,1,0,0
873,130,11,31,0,1,0,0
426,672,9,29,0,1,0,0
18,471,9,29,0,1,0,0
1168,615,48,131,0,8,0,0
1200,502,48,131,0,8,0,0
694,335,80,92,0,8,0,0
245,369,80,92,0,8,0,0
201,437,10,29,0,1,0,0
855,545,10,29,0,1,0,0
517,75,13,32,0,1,0,0
26,669,13,32,0,1,0,0
1095,639,9,23,0,1,0,0
516,661,9,23,0,1,0,0
932,493,50,59,0,8,0,0
1235,94,39,44,0,8,0,0
788,544,39,44,0,8,0,0
517,537,28,68,0,1,0,0
1315,513,28,68,0,1,0,0
960,502,28,66,0,1,0,0
1106,158,28,66,0,1,0,0
586,214,17,34,0,1,0,0
161,691,17,34,0,1,0,0
417,277,23,60,0,1,0,0
966,547,23,60,0,1,0,0
21,471,17,48,0,1,0,0
938,274,17,48,0,1,0,0
870,455,19,51,0,1,0,0
393,142,19,51,0,1,0,0
638,309,12,43,0,1,0,0
43,223,12,43,0,1,0,0
709,190,15,38,0,1,0,0
677,28,15,38,0,1,0,0
1196,437,17,32,0,1,0,0
593,166,17,32,0,1,0,0
1106,1,17,32,0,1,0,0
671,101,11,32,0,1,0,0
954,510,11,32,0,1,0,0
1307,274,10,31,0,1,0,0
145,639,10,31,0,1,0,0
1023,401,14,24,0,1,0,0
1026,651,15,33,0,1,0,0
1284,547,15,33,0,1,0,0
